@RELATION change_classic_combined

@ATTRIBUTE numberOfVersionsUntil  NUMERIC
@ATTRIBUTE numberOfFixesUntil   NUMERIC
@ATTRIBUTE numberOfRefactoringsUntil  NUMERIC
@ATTRIBUTE umberOfAuthorsUntil   NUMERIC
@ATTRIBUTE linesAddedUntil   NUMERIC
@ATTRIBUTE maxLinesAddedUntil   NUMERIC
@ATTRIBUTE avgLinesAddedUntil   NUMERIC
@ATTRIBUTE linesRemovedUntil   NUMERIC
@ATTRIBUTE maxLinesRemovedUntil   NUMERIC
@ATTRIBUTE avgLinesRemovedUntil   NUMERIC
@ATTRIBUTE codeChurnUntil   NUMERIC
@ATTRIBUTE maxCodeChurnUntil   NUMERIC
@ATTRIBUTE avgCodeChurnUntil   NUMERIC
@ATTRIBUTE weightedAgeWithRespectTo   NUMERIC
@ATTRIBUTE ageWithRespectTo   NUMERIC
@ATTRIBUTE cbo  NUMERIC
@ATTRIBUTE dit  NUMERIC
@ATTRIBUTE fanIn  NUMERIC
@ATTRIBUTE fanOut  NUMERIC
@ATTRIBUTE lcom  NUMERIC
@ATTRIBUTE noc  NUMERIC
@ATTRIBUTE numberOfAttributes  NUMERIC
@ATTRIBUTE numberOfAttributesInherited  NUMERIC
@ATTRIBUTE numberOfLinesOfCode  NUMERIC
@ATTRIBUTE numberOfMethods  NUMERIC
@ATTRIBUTE numberOfMethodsInherited  NUMERIC
@ATTRIBUTE numberOfPrivateAttributes  NUMERIC
@ATTRIBUTE numberOfPrivateMethods  NUMERIC
@ATTRIBUTE numberOfPublicAttributes  NUMERIC
@ATTRIBUTE numberOfPublicMethods  NUMERIC
@ATTRIBUTE rfc  NUMERIC
@ATTRIBUTE wmc  NUMERIC
@ATTRIBUTE bug   {0, 1}

@DATA
18, 1, 0, 7, 113, 52, 6.27778, 117, 49, 6.5, -4, 4, -0.222222, 194.853, 335.286, 6, 1, 4, 2, 231, 4, 7, 0, 139, 22, 16, 7, 9, 0, 11, 66, 40, 0
6, 0, 0, 3, 226, 103, 37.6667, 13, 11, 2.16667, 213, 103, 35.5, 9.64855, 151.143, 2, 5, 0, 2, 28, 0, 1, 30, 58, 8, 251, 1, 0, 0, 7, 34, 22, 0
14, 0, 0, 4, 25, 10, 1.78571, 17, 4, 1.21429, 8, 10, 0.571429, 61.2229, 205.571, 2, 1, 0, 2, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 1, 4, 1, 0
5, 0, 1, 2, 10, 6, 2, 27, 17, 5.4, -17, 0, -3.4, 56.7714, 108.143, 2, 1, 0, 2, 10, 0, 1, 0, 30, 5, 6, 1, 1, 0, 4, 13, 11, 0
3, 0, 0, 1, 49, 41, 16.3333, 28, 19, 9.33333, 21, 22, 7, 0.795918, 40.5714, 6, 1, 6, 0, 55, 2, 2, 0, 33, 11, 0, 1, 0, 0, 11, 18, 11, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34.2857, 3, 6, 1, 2, 6, 0, 1, 4, 14, 4, 67, 1, 0, 0, 4, 9, 6, 0
23, 0, 0, 5, 397, 109, 17.2609, 418, 109, 18.1739, -21, 66, -0.913043, 47.1749, 263.429, 7, 6, 1, 6, 10, 0, 0, 8, 98, 5, 103, 0, 0, 0, 2, 54, 29, 0
2, 0, 0, 2, 35, 35, 17.5, 48, 48, 24, -13, 0, -6.5, 60.2857, 94.4286, 6, 2, 2, 4, 28, 0, 6, 0, 101, 8, 18, 5, 4, 0, 3, 35, 18, 0
23, 1, 0, 4, 163, 34, 7.08696, 127, 54, 5.52174, 36, 25, 1.56522, 48.9246, 148.429, 15, 2, 5, 10, 120, 1, 7, 2, 109, 16, 11, 7, 2, 0, 11, 52, 41, 0
16, 0, 0, 3, 148, 50, 9.25, 282, 84, 17.625, -134, 47, -8.375, 38.2403, 158.286, 21, 2, 1, 20, 120, 0, 8, 1, 238, 16, 12, 7, 13, 0, 3, 122, 46, 1
4, 0, 0, 1, 27, 13, 6.75, 16, 14, 4, 11, 13, 2.75, 7.41799, 49.4286, 2, 1, 1, 2, 28, 0, 1, 0, 25, 8, 6, 1, 0, 0, 8, 12, 9, 0
5, 0, 0, 3, 20, 10, 4, 24, 13, 4.8, -4, 2, -0.8, 17.4214, 70.2857, 4, 1, 1, 4, 21, 0, 2, 0, 65, 7, 8, 2, 1, 0, 6, 39, 19, 0
8, 0, 0, 6, 20, 6, 2.5, 25, 10, 3.125, -5, 2, -0.625, 86.3571, 227, 5, 1, 1, 4, 10, 0, 6, 0, 27, 5, 0, 5, 1, 0, 4, 21, 5, 0
7, 0, 1, 2, 83, 30, 11.8571, 43, 33, 6.14286, 40, 29, 5.71429, 44.6747, 108.143, 14, 1, 5, 9, 10, 0, 2, 0, 106, 5, 0, 2, 0, 0, 5, 46, 40, 0
17, 0, 0, 4, 293, 116, 17.2353, 50, 23, 2.94118, 243, 116, 14.2941, 17.4651, 156.429, 3, 2, 2, 1, 28, 0, 5, 4, 85, 8, 18, 5, 0, 0, 6, 22, 14, 0
23, 1, 0, 4, 680, 237, 29.5652, 186, 95, 8.08696, 494, 237, 21.4783, 6.12353, 146.857, 24, 5, 2, 23, 105, 0, 1, 2, 176, 15, 72, 1, 4, 0, 6, 117, 43, 1
4, 0, 0, 2, 35, 19, 8.75, 37, 26, 9.25, -2, 5, -0.5, 11.4, 55.1429, 6, 1, 1, 5, 3, 0, 1, 0, 89, 3, 0, 1, 1, 0, 1, 14, 3, 0
20, 0, 0, 4, 108, 22, 5.4, 185, 67, 9.25, -77, 10, -3.85, 126.934, 251.286, 16, 1, 7, 9, 78, 0, 4, 0, 76, 13, 30, 2, 1, 0, 12, 50, 27, 0
14, 1, 0, 7, 48, 11, 3.42857, 36, 8, 2.57143, 12, 8, 0.857143, 100.851, 335.286, 7, 4, 3, 4, 10, 2, 2, 9, 23, 5, 48, 1, 0, 0, 3, 14, 7, 0
4, 0, 0, 3, 8, 4, 2, 11, 8, 2.75, -3, 2, -0.75, 53.4107, 144.857, 12, 4, 4, 8, 45, 1, 3, 1, 53, 10, 63, 3, 1, 0, 8, 30, 14, 1
9, 0, 0, 3, 55, 27, 6.11111, 61, 38, 6.77778, -6, 3, -0.666667, 57.3299, 133.571, 15, 2, 5, 10, 120, 3, 0, 5, 122, 16, 50, 0, 1, 0, 1, 87, 38, 0
3, 0, 0, 2, 31, 17, 10.3333, 35, 31, 11.6667, -4, 10, -1.33333, 58.7097, 110.143, 8, 1, 2, 6, 10, 0, 1, 0, 46, 5, 6, 1, 2, 0, 3, 23, 10, 0
52, 3, 0, 6, 1277, 257, 24.5577, 780, 192, 15, 497, 255, 9.55769, 41.6796, 189.286, 23, 3, 1, 22, 378, 0, 17, 0, 374, 28, 21, 15, 20, 0, 8, 199, 68, 0
10, 0, 0, 4, 127, 49, 12.7, 81, 31, 8.1, 46, 22, 4.6, 90.6063, 154, 8, 1, 4, 4, 15, 0, 1, 0, 156, 6, 6, 1, 1, 0, 1, 49, 48, 0
72, 9, 2, 4, 1919, 391, 26.6528, 2193, 584, 30.4583, -274, 70, -3.80556, 38.463, 133.571, 22, 3, 1, 21, 1485, 0, 3, 6, 945, 55, 30, 3, 45, 0, 3, 494, 286, 0
6, 0, 0, 3, 75, 38, 12.5, 39, 18, 6.5, 36, 24, 6, 41.0876, 104.429, 12, 1, 3, 9, 10, 0, 0, 0, 79, 5, 6, 0, 3, 0, 2, 47, 29, 1
2, 0, 1, 2, 2, 2, 1, 2, 2, 1, 0, 0, 0, 58.5714, 95.5714, 2, 6, 0, 2, 1, 0, 0, 0, 7, 2, 20, 0, 0, 0, 2, 5, 2, 0
19, 1, 0, 7, 251, 136, 13.2105, 211, 127, 11.1053, 40, 21, 2.10526, 127.428, 335.286, 5, 2, 2, 3, 78, 2, 3, 0, 109, 13, 6, 1, 0, 0, 9, 40, 21, 0
16, 1, 0, 7, 150, 28, 9.375, 66, 22, 4.125, 84, 26, 5.25, 184.894, 335.286, 22, 4, 21, 1, 36, 22, 1, 1, 23, 9, 63, 0, 0, 0, 1, 12, 9, 0
6, 0, 0, 2, 13, 6, 2.16667, 104, 85, 17.3333, -91, 1, -15.1667, 43.8022, 98, 2, 1, 1, 1, 10, 0, 0, 0, 31, 5, 6, 0, 3, 0, 2, 15, 8, 0
23, 0, 0, 4, 610, 185, 26.5217, 358, 140, 15.5652, 252, 84, 10.9565, 26.034, 104.143, 17, 5, 2, 15, 171, 0, 8, 0, 396, 19, 34, 8, 13, 0, 6, 105, 49, 0
4, 0, 0, 2, 16, 10, 4, 18, 12, 4.5, -2, 0, -0.5, 47.3393, 104.857, 2, 1, 1, 1, 28, 2, 4, 0, 28, 8, 6, 0, 1, 0, 0, 16, 4, 0
4, 0, 0, 2, 14, 9, 3.5, 16, 11, 4, -2, 0, -0.5, 49.0102, 104.857, 3, 2, 1, 3, 15, 0, 3, 4, 39, 6, 13, 3, 1, 0, 1, 18, 8, 0
3, 0, 0, 3, 11, 10, 3.66667, 2, 2, 0.666667, 9, 10, 3, 18.1558, 189.571, 2, 2, 1, 1, 1, 0, 0, 0, 7, 2, 29, 0, 0, 0, 2, 4, 3, 0
6, 0, 0, 3, 54, 14, 9, 30, 18, 5, 24, 13, 4, 63.4286, 111.857, 19, 1, 17, 2, 28, 0, 0, 0, 97, 8, 6, 0, 0, 0, 8, 40, 33, 0
6, 0, 0, 3, 74, 35, 12.3333, 65, 31, 10.8333, 9, 19, 1.5, 23.8263, 98.8571, 12, 2, 2, 10, 10, 0, 0, 1, 65, 5, 4, 0, 1, 0, 3, 37, 5, 0
5, 0, 0, 1, 7, 2, 1.4, 16, 14, 3.2, -9, 2, -1.8, 1.02041, 29.2857, 13, 5, 1, 12, 10, 0, 4, 2, 165, 5, 55, 4, 1, 0, 3, 33, 13, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28.4286, 6, 2, 1, 5, 3, 0, 0, 5, 25, 3, 12, 0, 0, 0, 2, 13, 3, 0
8, 0, 0, 2, 57, 25, 7.125, 52, 33, 6.5, 5, 9, 0.625, 48.3183, 104.429, 8, 2, 0, 8, 28, 0, 1, 1, 92, 8, 13, 1, 5, 0, 1, 70, 22, 1
4, 0, 0, 2, 29, 24, 7.25, 40, 35, 10, -11, 0, -2.75, 60.2364, 104.857, 2, 2, 0, 2, 15, 0, 4, 4, 70, 6, 13, 4, 1, 0, 1, 21, 14, 0
16, 0, 0, 4, 277, 48, 17.3125, 186, 68, 11.625, 91, 24, 5.6875, 14.4332, 104.857, 8, 1, 5, 7, 28, 0, 6, 0, 118, 8, 6, 6, 2, 0, 3, 35, 13, 0
13, 0, 0, 3, 82, 40, 6.30769, 204, 159, 15.6923, -122, 5, -9.38461, 97.2857, 133.571, 11, 1, 10, 1, 6, 0, 30, 0, 21, 4, 6, 0, 0, 0, 4, 13, 6, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 5, 3, 0, 5, 3, 0, 1, 5, 33, 3, 14, 0, 0, 1, 2, 18, 9, 0
35, 1, 0, 8, 386, 132, 11.0286, 357, 136, 10.2, 29, 82, 0.828571, 65.3164, 313.571, 3, 1, 0, 3, 36, 0, 7, 0, 80, 9, 0, 7, 3, 0, 6, 26, 17, 0
7, 0, 0, 4, 35, 12, 5, 26, 19, 3.71429, 9, 10, 1.28571, 89.0939, 201.286, 2, 1, 0, 2, 21, 2, 1, 0, 20, 7, 0, 1, 0, 0, 1, 14, 8, 0
6, 0, 0, 4, 40, 11, 6.66667, 44, 29, 7.33333, -4, 11, -0.666667, 22.9786, 127.429, 0, 1, 0, 0, 1, 2, 1, 0, 22, 2, 0, 0, 0, 0, 2, 4, 3, 0
3, 0, 1, 1, 14, 10, 4.66667, 4, 4, 1.33333, 10, 10, 3.33333, 5.4898, 45.8571, 2, 1, 1, 1, 1, 0, 1, 0, 20, 2, 0, 0, 0, 1, 1, 4, 6, 0
35, 1, 1, 8, 185, 28, 5.28571, 178, 34, 5.08571, 7, 20, 0.2, 138.999, 335.286, 9, 7, 4, 6, 66, 2, 3, 4, 57, 12, 115, 3, 1, 0, 9, 37, 20, 0
17, 2, 1, 4, 615, 162, 36.1765, 302, 123, 17.7647, 313, 98, 18.4118, 39.7285, 127, 49, 1, 29, 21, 210, 0, 9, 0, 351, 21, 6, 3, 10, 0, 11, 156, 101, 1
5, 0, 1, 3, 40, 37, 8, 66, 47, 13.2, -26, 0, -5.2, 46.0071, 83, 7, 2, 1, 6, 36, 0, 11, 0, 134, 9, 4, 8, 3, 0, 5, 49, 28, 0
29, 1, 0, 8, 122, 17, 4.2069, 91, 19, 3.13793, 31, 8, 1.06897, 134.643, 335.286, 16, 5, 8, 8, 55, 2, 4, 2, 71, 11, 71, 3, 1, 0, 10, 37, 20, 0
6, 0, 0, 4, 34, 13, 5.66667, 25, 11, 4.16667, 9, 10, 1.5, 77.9706, 201.286, 1, 1, 1, 0, 1, 0, 0, 0, 31, 2, 6, 0, 1, 0, 1, 11, 8, 0
11, 1, 0, 6, 50, 19, 4.54545, 39, 18, 3.54545, 11, 6, 1, 112.38, 335.286, 4, 3, 2, 2, 1, 0, 1, 5, 19, 2, 28, 1, 0, 0, 2, 8, 5, 0
2, 0, 0, 2, 1, 1, 0.5, 1, 1, 0.5, 0, 0, 0, 49.2857, 83.4286, 3, 3, 3, 0, 1, 3, 1, 0, 6, 2, 14, 1, 0, 0, 2, 2, 2, 0
17, 1, 0, 7, 300, 196, 17.6471, 266, 161, 15.6471, 34, 35, 2, 137.041, 335.286, 9, 1, 2, 7, 55, 0, 10, 0, 169, 11, 6, 3, 1, 0, 2, 72, 50, 0
14, 1, 1, 5, 378, 120, 27, 133, 64, 9.5, 245, 117, 17.5, 24.0718, 117.143, 24, 1, 5, 19, 36, 0, 0, 0, 116, 9, 6, 0, 0, 0, 9, 81, 38, 0
6, 0, 0, 3, 40, 30, 6.66667, 38, 32, 6.33333, 2, 4, 0.333333, 75.775, 133.429, 7, 1, 4, 3, 253, 2, 8, 0, 113, 23, 0, 1, 3, 0, 8, 57, 34, 0
16, 0, 0, 5, 117, 38, 7.3125, 114, 38, 7.125, 3, 15, 0.1875, 27.619, 188.429, 6, 3, 1, 5, 153, 0, 4, 15, 138, 18, 36, 4, 9, 0, 9, 95, 43, 0
20, 1, 0, 7, 76, 20, 3.8, 91, 29, 4.55, -15, 8, -0.75, 145.662, 335.286, 13, 1, 4, 9, 28, 0, 4, 0, 79, 8, 0, 4, 2, 0, 2, 39, 16, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33.4286, 12, 2, 6, 7, 66, 0, 1, 0, 51, 12, 17, 1, 5, 0, 7, 33, 17, 0
2, 0, 0, 2, 5, 5, 2.5, 1, 1, 0.5, 4, 4, 2, 22, 56.1429, 3, 1, 2, 2, 6, 0, 1, 0, 11, 4, 9, 0, 0, 1, 4, 6, 4, 0
10, 1, 0, 5, 127, 56, 12.7, 140, 47, 14, -13, 9, -1.3, 156.585, 331.429, 7, 2, 1, 6, 21, 0, 0, 0, 105, 7, 29, 0, 3, 0, 2, 41, 34, 0
5, 0, 0, 3, 25, 13, 5, 13, 11, 2.6, 12, 12, 2.4, 16.8286, 144, 5, 3, 1, 4, 21, 0, 3, 0, 27, 7, 34, 3, 0, 0, 7, 14, 9, 0
4, 0, 0, 4, 8, 5, 2, 8, 6, 2, 0, 1, 0, 71.0536, 133.571, 2, 1, 0, 2, 1, 0, 1, 0, 23, 2, 6, 1, 1, 0, 1, 9, 4, 0
11, 0, 0, 3, 186, 51, 16.9091, 260, 132, 23.6364, -74, 20, -6.72727, 50.4654, 137.429, 5, 1, 1, 5, 55, 0, 7, 0, 111, 11, 6, 6, 6, 0, 3, 52, 35, 1
11, 1, 0, 5, 59, 19, 5.36364, 87, 65, 7.90909, -28, 10, -2.54545, 41.908, 188.143, 5, 1, 1, 4, 1, 0, 2, 0, 11, 2, 0, 2, 0, 0, 2, 7, 2, 0
11, 0, 0, 4, 73, 33, 6.63636, 36, 13, 3.27273, 37, 31, 3.36364, 83.9785, 132.286, 5, 1, 0, 5, 0, 0, 0, 0, 46, 1, 0, 0, 0, 0, 1, 15, 2, 1
2, 0, 1, 2, 43, 43, 21.5, 79, 79, 39.5, -36, 0, -18, 58.5714, 95.5714, 12, 5, 1, 11, 78, 0, 16, 13, 134, 13, 80, 8, 3, 0, 7, 93, 53, 0
16, 0, 0, 4, 675, 267, 42.1875, 143, 64, 8.9375, 532, 267, 33.25, 8.5219, 140, 12, 1, 2, 12, 105, 0, 6, 0, 196, 15, 6, 5, 7, 0, 5, 109, 33, 1
3, 0, 0, 2, 30, 29, 10, 39, 38, 13, -9, 0, -3, 41.9429, 77.1429, 16, 3, 2, 14, 78, 0, 1, 0, 101, 13, 21, 1, 5, 0, 7, 66, 18, 0
2, 0, 0, 2, 24, 24, 12, 38, 38, 19, -14, 0, -7, 26, 60.1429, 17, 5, 3, 14, 36, 0, 4, 2, 149, 9, 55, 4, 3, 0, 5, 80, 28, 1
4, 0, 0, 2, 13, 6, 3.25, 3, 2, 0.75, 10, 6, 2.5, 19.8242, 35.4286, 2, 1, 0, 2, 21, 0, 5, 0, 43, 7, 0, 5, 0, 0, 4, 15, 9, 0
3, 0, 0, 2, 24, 24, 8, 59, 38, 19.6667, -35, 0, -11.6667, 0.285714, 36.1429, 12, 1, 1, 11, 15, 0, 5, 0, 76, 6, 0, 5, 2, 0, 4, 43, 16, 0
7, 0, 0, 5, 16, 6, 2.28571, 19, 6, 2.71429, -3, 1, -0.428571, 94.9018, 194, 3, 1, 1, 2, 1, 0, 2, 0, 10, 2, 0, 2, 0, 0, 2, 7, 2, 0
9, 1, 0, 5, 58, 27, 6.44444, 29, 13, 3.22222, 29, 27, 3.22222, 80.4951, 306.143, 8, 1, 8, 0, 55, 0, 11, 0, 30, 11, 6, 5, 0, 0, 11, 11, 10, 0
6, 0, 0, 3, 203, 139, 33.8333, 157, 139, 26.1667, 46, 35, 7.66667, 12.1203, 43, 9, 1, 1, 9, 105, 0, 2, 0, 292, 15, 6, 0, 7, 0, 3, 101, 80, 0
25, 1, 0, 8, 438, 158, 17.52, 320, 134, 12.8, 118, 92, 4.72, 109.664, 333.143, 34, 2, 26, 8, 105, 1, 1, 7, 85, 15, 41, 1, 1, 0, 9, 44, 27, 0
51, 3, 0, 5, 1363, 341, 26.7255, 596, 81, 11.6863, 767, 341, 15.0392, 34.2068, 155.714, 27, 1, 6, 21, 105, 0, 2, 0, 307, 15, 6, 2, 7, 0, 8, 204, 94, 1
52, 1, 0, 6, 734, 92, 14.1154, 603, 112, 11.5962, 131, 67, 2.51923, 104.653, 222, 9, 1, 4, 5, 55, 0, 14, 0, 202, 11, 0, 12, 6, 0, 3, 68, 38, 1
107, 1, 1, 9, 1479, 149, 13.8224, 685, 219, 6.40187, 794, 76, 7.42056, 188.27, 335.286, 35, 2, 22, 14, 66, 2, 1, 14, 316, 12, 9, 1, 4, 0, 7, 122, 101, 1
9, 0, 0, 4, 65, 28, 7.22222, 20, 6, 2.22222, 45, 25, 5, 60.5824, 241.714, 8, 1, 3, 5, 6, 0, 3, 0, 30, 4, 13, 1, 0, 2, 4, 14, 14, 0
9, 0, 0, 3, 174, 114, 19.3333, 98, 89, 10.8889, 76, 114, 8.44444, 1.97455, 92.8571, 2, 3, 0, 2, 6, 0, 2, 0, 17, 4, 1, 2, 0, 0, 4, 9, 4, 0
6, 0, 2, 1, 20, 9, 3.33333, 35, 17, 5.83333, -15, 3, -2.5, 11, 52.2857, 4, 1, 1, 3, 1, 0, 0, 0, 38, 2, 7, 0, 0, 0, 2, 15, 3, 0
11, 1, 0, 6, 79, 42, 7.18182, 62, 18, 5.63636, 17, 27, 1.54545, 141.966, 303.571, 3, 1, 1, 3, 6, 0, 3, 0, 37, 4, 0, 3, 1, 0, 3, 13, 21, 0
30, 1, 0, 5, 381, 149, 12.7, 243, 70, 8.1, 138, 79, 4.6, 65.7754, 226.571, 7, 2, 1, 6, 105, 0, 5, 7, 162, 15, 20, 5, 3, 0, 3, 51, 28, 1
4, 0, 0, 2, 17, 13, 4.25, 24, 18, 6, -7, 0, -1.75, 48.7479, 97.4286, 8, 3, 2, 7, 10, 0, 0, 4, 39, 5, 21, 0, 0, 0, 2, 19, 13, 0
2, 0, 0, 2, 8, 8, 4, 8, 8, 4, 0, 0, 0, 74.8571, 111, 5, 1, 2, 3, 1, 0, 1, 0, 67, 2, 6, 0, 0, 0, 2, 16, 21, 0
9, 0, 0, 3, 45, 20, 5, 52, 29, 5.77778, -7, 10, -0.777778, 66.8889, 201.286, 2, 2, 1, 1, 45, 0, 0, 1, 55, 10, 11, 0, 1, 0, 9, 21, 16, 0
10, 0, 1, 6, 39, 12, 3.9, 34, 12, 3.4, 5, 5, 0.5, 92.3993, 227, 2, 3, 1, 1, 6, 0, 2, 1, 30, 4, 13, 2, 0, 0, 3, 5, 6, 0
7, 1, 0, 6, 26, 10, 3.71429, 15, 8, 2.14286, 11, 10, 1.57143, 102.753, 302.571, 8, 1, 1, 7, 21, 0, 1, 0, 39, 7, 12, 1, 0, 0, 7, 16, 7, 0
7, 0, 0, 4, 59, 21, 8.42857, 69, 41, 9.85714, -10, 6, -1.42857, 77.1598, 201.286, 13, 1, 1, 12, 36, 0, 3, 0, 84, 9, 6, 2, 7, 0, 2, 62, 30, 0
23, 0, 0, 4, 1167, 803, 50.7391, 810, 687, 35.2174, 357, 803, 15.5217, 7.45758, 156.571, 5, 2, 1, 4, 45, 0, 7, 0, 84, 10, 6, 7, 0, 0, 10, 34, 19, 1
7, 0, 0, 4, 82, 44, 11.7143, 124, 75, 17.7143, -42, 5, -6, 97.1533, 188.429, 11, 3, 0, 11, 231, 0, 5, 0, 276, 22, 21, 5, 7, 0, 15, 107, 54, 0
11, 0, 0, 3, 38, 12, 3.45455, 147, 53, 13.3636, -109, 2, -9.90909, 39.1053, 106, 3, 1, 0, 3, 1, 0, 0, 0, 33, 2, 6, 0, 1, 0, 1, 23, 7, 0
13, 1, 0, 2, 271, 107, 20.8462, 39, 25, 3, 232, 107, 17.8462, 8.30575, 92.8571, 7, 2, 1, 6, 21, 0, 4, 0, 85, 7, 8, 4, 1, 0, 5, 42, 19, 0
7, 0, 0, 2, 51, 24, 7.28571, 70, 45, 10, -19, 14, -2.71429, 23.1317, 158.286, 4, 2, 0, 4, 6, 0, 0, 2, 37, 4, 9, 0, 0, 0, 1, 26, 8, 0
2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 258.571, 12, 4, 4, 9, 21, 1, 2, 1, 71, 7, 64, 2, 1, 0, 6, 53, 21, 0
20, 0, 1, 3, 530, 105, 26.5, 411, 93, 20.55, 119, 37, 5.95, 30.0156, 84.5714, 18, 3, 1, 17, 120, 0, 12, 0, 250, 16, 21, 12, 9, 0, 5, 101, 32, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28.4286, 5, 2, 1, 4, 3, 0, 0, 5, 25, 3, 12, 0, 0, 0, 2, 13, 3, 0
13, 0, 0, 6, 70, 21, 5.38462, 45, 20, 3.46154, 25, 16, 1.92308, 73.3408, 225.286, 3, 1, 2, 2, 10, 0, 1, 0, 20, 5, 6, 1, 0, 0, 5, 9, 5, 0
2, 0, 1, 2, 2, 2, 1, 2, 2, 1, 0, 0, 0, 58.5714, 95.5714, 2, 6, 0, 2, 3, 0, 0, 0, 10, 3, 20, 0, 0, 0, 3, 6, 3, 0
7, 0, 0, 4, 40, 13, 5.71429, 39, 23, 5.57143, 1, 10, 0.142857, 48.3429, 191.143, 12, 4, 4, 8, 45, 1, 3, 1, 53, 10, 63, 3, 1, 0, 8, 30, 14, 0
9, 0, 0, 2, 44, 18, 4.88889, 65, 29, 7.22222, -21, 12, -2.33333, 40.9416, 99.2857, 14, 3, 11, 3, 120, 8, 2, 0, 50, 16, 17, 2, 1, 0, 14, 31, 14, 0
41, 3, 1, 6, 1334, 311, 32.5366, 565, 263, 13.7805, 769, 294, 18.7561, 131.568, 227.429, 28, 4, 2, 27, 435, 0, 4, 0, 349, 30, 72, 4, 15, 0, 10, 150, 89, 1
8, 0, 0, 4, 22, 10, 2.75, 23, 12, 2.875, -1, 10, -0.125, 54.9675, 227.429, 6, 8, 4, 2, 6, 0, 1, 2, 11, 4, 219, 1, 0, 0, 4, 7, 3, 0
11, 0, 0, 2, 889, 310, 80.8182, 100, 78, 9.09091, 789, 310, 71.7273, 40.8758, 176.571, 7, 1, 1, 6, 190, 1, 0, 0, 370, 20, 6, 0, 3, 0, 0, 218, 101, 0
6, 0, 0, 3, 55, 23, 9.16667, 32, 20, 5.33333, 23, 21, 3.83333, 43.9558, 102, 8, 5, 2, 6, 66, 0, 4, 1, 84, 12, 76, 4, 1, 0, 11, 39, 17, 0
2, 0, 0, 2, 1, 1, 0.5, 2, 2, 1, -1, 0, -0.5, 32.8571, 69, 1, 1, 0, 1, 0, 0, 0, 0, 3, 1, 6, 0, 0, 0, 1, 2, 1, 0
4, 0, 1, 3, 46, 34, 11.5, 66, 64, 16.5, -20, 10, -5, 52.0186, 95.5714, 12, 5, 0, 12, 66, 0, 7, 13, 85, 12, 80, 1, 1, 0, 9, 40, 15, 0
16, 1, 0, 5, 160, 42, 10, 96, 45, 6, 64, 30, 4, 107.09, 227.429, 8, 5, 0, 8, 28, 0, 0, 7, 96, 8, 40, 0, 4, 0, 1, 50, 26, 0
5, 0, 2, 1, 13, 6, 2.6, 34, 26, 6.8, -21, 3, -4.2, 11.9231, 52.2857, 3, 1, 1, 2, 1, 0, 0, 0, 37, 2, 7, 0, 0, 0, 2, 14, 4, 0
6, 0, 0, 3, 27, 15, 4.5, 18, 12, 3, 9, 11, 1.5, 38.5979, 147.571, 3, 1, 3, 0, 0, 0, 3, 0, 10, 1, 0, 0, 0, 0, 1, 7, 1, 0
4, 1, 0, 2, 19, 13, 4.75, 12, 10, 3, 7, 12, 1.75, 18.3383, 89.1429, 8, 3, 0, 8, 6, 0, 1, 5, 31, 4, 14, 1, 1, 0, 2, 16, 9, 0
85, 4, 2, 9, 1670, 342, 19.6471, 1336, 245, 15.7176, 334, 144, 3.92941, 136.951, 335.286, 35, 2, 1, 35, 153, 0, 18, 0, 402, 18, 6, 18, 5, 0, 11, 132, 53, 0
26, 0, 1, 5, 724, 238, 27.8462, 153, 71, 5.88462, 571, 238, 21.9615, 24.0201, 151.143, 17, 1, 4, 13, 253, 2, 5, 0, 250, 23, 30, 3, 6, 0, 10, 140, 65, 0
10, 0, 0, 5, 100, 68, 10, 156, 121, 15.6, -56, 0, -5.6, 176.006, 335.286, 7, 1, 1, 7, 6, 0, 0, 0, 40, 4, 0, 0, 3, 0, 0, 23, 13, 1
8, 0, 0, 4, 42, 16, 5.25, 20, 6, 2.5, 22, 11, 2.75, 94.6599, 227.429, 1, 2, 1, 0, 55, 0, 1, 0, 29, 11, 7, 1, 0, 0, 11, 13, 11, 0
9, 0, 0, 4, 31, 12, 3.44444, 42, 19, 4.66667, -11, 3, -1.22222, 14.0829, 84.5714, 7, 2, 1, 6, 6, 0, 1, 0, 23, 4, 28, 0, 1, 0, 1, 15, 4, 0
6, 0, 3, 1, 13, 5, 2.16667, 71, 48, 11.8333, -58, 3, -9.66667, 13.1538, 52.2857, 3, 1, 1, 2, 1, 0, 0, 0, 27, 2, 7, 0, 0, 0, 2, 10, 2, 0
9, 0, 1, 5, 75, 44, 8.33333, 49, 36, 5.44444, 26, 39, 2.88889, 135.33, 182, 10, 2, 0, 10, 21, 0, 12, 0, 83, 7, 8, 8, 0, 0, 6, 37, 12, 0
