@RELATION allchange-metrics

@ATTRIBUTE numberOfVersionsUntil  NUMERIC
@ATTRIBUTE numberOfFixesUntil   NUMERIC
@ATTRIBUTE numberOfRefactoringsUntil  NUMERIC
@ATTRIBUTE umberOfAuthorsUntil   NUMERIC
@ATTRIBUTE linesAddedUntil   NUMERIC
@ATTRIBUTE maxLinesAddedUntil   NUMERIC
@ATTRIBUTE avgLinesAddedUntil   NUMERIC
@ATTRIBUTE linesRemovedUntil   NUMERIC
@ATTRIBUTE maxLinesRemovedUntil   NUMERIC
@ATTRIBUTE avgLinesRemovedUntil   NUMERIC
@ATTRIBUTE codeChurnUntil   NUMERIC
@ATTRIBUTE maxCodeChurnUntil   NUMERIC
@ATTRIBUTE avgCodeChurnUntil   NUMERIC
@ATTRIBUTE weightedAgeWithRespectTo   NUMERIC
@ATTRIBUTE ageWithRespectTo   NUMERIC
@ATTRIBUTE bug   {0, 1}

@DATA
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8571,0,0
3,0,0,1,7.0,5.0,2.33333,7.0,5.0,2.33333,0.0,0.0,0.0,162.143,56.9592,1
2,0,0,1,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,162.143,51.1429,0
12,2,0,1,569.0,264.0,47.4167,111.0,47.0,9.25,458.0,264.0,38.1667,125.714,4.5059,0
2,0,0,1,9.0,9.0,4.5,3.0,3.0,1.5,6.0,6.0,3.0,27.2857,16.4286,0
7,0,0,1,219.0,79.0,31.2857,5.0,2.0,0.714286,214.0,79.0,30.5714,125.857,2.44749,0
96,12,0,3,4201.0,1063.0,43.7604,1315.0,360.0,13.6979,2886.0,1063.0,30.0625,180.0,42.1587,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0,0
4,0,0,1,7.0,3.0,1.75,15.0,7.0,3.75,-8.0,0.0,-2.0,124.286,76.8163,0
4,0,0,1,4.0,2.0,1.0,3.0,2.0,0.75,1.0,1.0,0.25,34.8571,20.5714,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1429,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
134,23,1,8,2262.0,325.0,16.8806,2219.0,502.0,16.5597,43.0,159.0,0.320896,239.143,66.8093,1
9,2,0,1,388.0,161.0,43.1111,343.0,134.0,38.1111,45.0,27.0,5.0,178.857,28.7121,1
9,2,0,5,82.0,68.0,9.11111,90.0,77.0,10.0,-8.0,1.0,-0.888889,239.143,13.6638,0
7,1,0,4,37.0,29.0,5.28571,10.0,4.0,1.42857,27.0,27.0,3.85714,217.714,50.1622,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2857,0,0
12,2,1,5,149.0,94.0,12.4167,25.0,6.0,2.08333,124.0,93.0,10.3333,229.143,77.0153,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5714,0,0
6,0,0,1,205.0,76.0,34.1667,9.0,3.0,1.5,196.0,76.0,32.6667,125.714,6.77073,0
3,0,0,1,15.0,13.0,5.0,8.0,6.0,2.66667,7.0,7.0,2.33333,162.143,91.8762,0
6,0,0,1,184.0,88.0,30.6667,22.0,13.0,3.66667,162.0,88.0,27.0,125.857,0.482143,0
32,4,0,5,517.0,45.0,16.1563,347.0,101.0,10.8438,170.0,45.0,5.3125,223.714,82.9298,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
12,1,0,4,1191.0,522.0,99.25,1243.0,542.0,103.583,-52.0,8.0,-4.33333,239.143,62.356,1
43,3,0,7,872.0,184.0,20.2791,316.0,49.0,7.34884,556.0,139.0,12.9302,239.143,82.4025,1
9,2,1,2,142.0,51.0,15.7778,104.0,42.0,11.5556,38.0,19.0,4.22222,177.857,43.168,0
3,0,0,1,2.0,2.0,0.666667,5.0,3.0,1.66667,-3.0,0.0,-1.0,162.143,51.1429,0
13,1,0,3,167.0,40.0,12.8462,52.0,26.0,4.0,115.0,40.0,8.84615,180.0,15.7083,0
3,1,0,1,14.0,13.0,4.66667,15.0,14.0,5.0,-1.0,0.0,-0.333333,162.143,22.3673,0
3,0,0,1,250.0,125.0,83.3333,0.0,0.0,0.0,250.0,125.0,83.3333,125.286,0.214286,1
30,5,1,6,428.0,233.0,14.2667,425.0,266.0,14.1667,3.0,54.0,0.1,239.143,50.6575,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
19,1,0,6,126.0,32.0,6.63158,45.0,11.0,2.36842,81.0,27.0,4.26316,239.143,61.3379,1
23,4,1,6,1022.0,649.0,44.4348,1092.0,739.0,47.4783,-70.0,95.0,-3.04348,218.714,53.0108,1
15,1,0,6,151.0,74.0,10.0667,178.0,83.0,11.8667,-27.0,18.0,-1.8,239.143,36.4551,0
3,0,0,1,94.0,86.0,31.3333,8.0,7.0,2.66667,86.0,85.0,28.6667,162.143,28.8571,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.714,0,0
5,0,0,2,28.0,13.0,5.6,19.0,12.0,3.8,9.0,9.0,1.8,163.0,89.9388,1
20,4,1,7,439.0,259.0,21.95,524.0,306.0,26.2,-85.0,14.0,-4.25,239.143,64.603,1
9,1,0,5,52.0,15.0,5.77778,25.0,9.0,2.77778,27.0,8.0,3.0,239.143,42.8819,1
3,0,0,1,55.0,48.0,18.3333,20.0,14.0,6.66667,35.0,34.0,11.6667,162.143,29.1403,0
4,0,1,1,28.0,13.0,7.0,28.0,13.0,7.0,0.0,4.0,0.0,162.143,36.4898,1
21,0,0,2,263.0,67.0,12.5238,172.0,29.0,8.19048,91.0,43.0,4.33333,162.143,51.9723,0
13,2,0,1,421.0,183.0,32.3846,17.0,5.0,1.30769,404.0,183.0,31.0769,125.857,8.91347,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
2,0,0,1,10.0,10.0,5.0,0.0,0.0,0.0,10.0,10.0,5.0,40.8571,3.14286,0
3,0,0,1,3.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,27.2857,19.5238,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1429,0,0
5,0,0,3,81.0,38.0,16.2,5.0,3.0,1.0,76.0,38.0,15.2,180.0,1.85891,1
10,2,0,1,547.0,202.0,54.7,100.0,73.0,10.0,447.0,159.0,44.7,125.714,17.9888,1
37,3,1,7,541.0,47.0,14.6216,285.0,27.0,7.7027,256.0,44.0,6.91892,226.857,72.8463,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2857,0,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2857,0,1
2,0,0,1,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,124.286,7.57143,0
7,0,0,1,27.0,15.0,3.85714,19.0,14.0,2.71429,8.0,8.0,1.14286,162.143,73.9894,0
2,0,0,1,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,27.2857,14.2857,0
3,0,0,1,3.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,162.143,61.0476,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1429,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
14,2,0,2,312.0,136.0,22.2857,338.0,242.0,24.1429,-26.0,75.0,-1.85714,81.1429,11.4899,1
1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.7143,0,0
2,0,0,1,16.0,16.0,8.0,3.0,3.0,1.5,13.0,13.0,6.5,81.2857,7.42857,0
20,2,0,6,161.0,50.0,8.05,122.0,60.0,6.1,39.0,24.0,1.95,239.143,75.8651,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
16,0,0,4,670.0,280.0,41.875,97.0,29.0,6.0625,573.0,280.0,35.8125,180.0,11.5712,1
77,14,1,7,790.0,125.0,10.2597,1000.0,183.0,12.987,-210.0,49.0,-2.72727,239.143,73.3463,1
7,0,1,2,93.0,56.0,13.2857,42.0,22.0,6.0,51.0,34.0,7.28571,162.143,114.169,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.714,0,1
40,3,1,7,2866.0,1355.0,71.65,2438.0,1432.0,60.95,428.0,145.0,10.7,239.143,39.0123,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
19,2,1,6,627.0,454.0,33.0,633.0,481.0,33.3158,-6.0,14.0,-0.315789,239.143,31.5443,0
5,0,0,1,361.0,177.0,72.2,1.0,1.0,0.2,360.0,177.0,72.0,125.857,1.08271,1
6,1,0,1,310.0,154.0,51.6667,5.0,4.0,0.833333,305.0,154.0,50.8333,125.857,0.506912,0
50,6,0,7,1467.0,430.0,29.34,516.0,170.0,10.32,951.0,374.0,19.02,239.143,74.5032,1
3,0,0,1,13.0,11.0,4.33333,4.0,2.0,1.33333,9.0,9.0,3.0,27.2857,18.0,0
18,4,1,2,232.0,62.0,12.8889,102.0,56.0,5.66667,130.0,62.0,7.22222,178.857,26.6299,0
2,0,0,1,3.0,3.0,1.5,1.0,1.0,0.5,2.0,2.0,1.0,27.2857,12.1429,0
11,0,0,5,260.0,142.0,23.6364,99.0,49.0,9.0,161.0,131.0,14.6364,239.143,34.961,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8571,0,0
19,0,0,4,490.0,237.0,25.7895,193.0,62.0,10.1579,297.0,230.0,15.6316,176.143,45.9746,0
21,2,0,5,401.0,170.0,19.0952,204.0,141.0,9.71429,197.0,170.0,9.38095,239.143,45.7075,0
71,12,2,6,1323.0,371.0,18.6338,1984.0,747.0,27.9437,-661.0,28.0,-9.30986,218.714,54.4563,1
5,0,0,1,60.0,28.0,12.0,2.0,1.0,0.4,58.0,28.0,11.6,125.0,0.22619,0
13,0,0,1,646.0,285.0,49.6923,22.0,7.0,1.69231,624.0,285.0,48.0,125.857,6.21384,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1429,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1429,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
105,29,1,7,2604.0,285.0,24.8,2537.0,387.0,24.1619,67.0,111.0,0.638095,239.143,68.7444,1
23,4,1,7,207.0,61.0,9.0,153.0,56.0,6.65217,54.0,36.0,2.34783,239.143,67.7108,1
16,1,0,6,139.0,71.0,8.6875,209.0,120.0,13.0625,-70.0,3.0,-4.375,239.143,49.0504,0
16,1,0,4,313.0,110.0,19.5625,221.0,64.0,13.8125,92.0,46.0,5.75,239.143,71.078,1
18,2,0,1,1356.0,572.0,75.3333,140.0,52.0,7.77778,1216.0,572.0,67.5556,125.857,9.93753,1
14,2,0,6,155.0,89.0,11.0714,74.0,22.0,5.28571,81.0,75.0,5.78571,239.143,148.258,1
8,1,0,1,449.0,199.0,56.125,8.0,4.0,1.0,441.0,199.0,55.125,125.857,9.10945,1
27,4,1,5,472.0,102.0,17.4815,143.0,44.0,5.2963,329.0,66.0,12.1852,224.0,70.8021,1
7,1,0,5,45.0,27.0,6.42857,62.0,34.0,8.85714,-17.0,0.0,-2.42857,239.143,19.9016,0
5,0,0,1,147.0,72.0,29.4,2.0,2.0,0.4,145.0,72.0,29.0,125.857,0.705539,0
67,11,2,5,789.0,93.0,11.7761,905.0,230.0,13.5075,-116.0,89.0,-1.73134,218.714,63.453,1
12,2,0,7,220.0,104.0,18.3333,104.0,78.0,8.66667,116.0,102.0,9.66667,239.143,31.0792,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8571,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1429,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1429,0,0
4,0,0,1,265.0,132.0,66.25,3.0,3.0,0.75,262.0,132.0,65.5,125.857,0.500809,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0,0
18,4,1,6,251.0,128.0,13.9444,265.0,149.0,14.7222,-14.0,26.0,-0.777778,239.143,49.6773,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7143,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8571,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0,0
169,35,1,7,2958.0,124.0,17.503,1610.0,128.0,9.52663,1348.0,104.0,7.97633,239.143,63.7094,1
9,0,0,3,342.0,161.0,38.0,16.0,6.0,1.77778,326.0,161.0,36.2222,180.0,3.12239,1
26,3,0,3,1624.0,335.0,62.4615,881.0,340.0,33.8846,743.0,335.0,28.5769,180.0,39.1218,0
4,0,0,1,280.0,165.0,70.0,62.0,62.0,15.5,218.0,165.0,54.5,125.857,0.401531,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
8,0,0,1,280.0,101.0,35.0,12.0,6.0,1.5,268.0,101.0,33.5,125.857,23.3423,1
18,2,0,4,344.0,101.0,19.1111,324.0,106.0,18.0,20.0,28.0,1.11111,239.143,59.1516,1
2,0,0,2,3.0,3.0,1.5,3.0,3.0,1.5,0.0,0.0,0.0,163.0,144.857,1
20,5,0,5,483.0,249.0,24.15,496.0,276.0,24.8,-13.0,23.0,-0.65,239.143,51.7232,1
26,4,2,3,224.0,63.0,8.61538,309.0,186.0,11.8846,-85.0,35.0,-3.26923,218.714,50.9311,0
5,0,0,1,91.0,43.0,18.2,4.0,3.0,0.8,87.0,43.0,17.4,125.857,3.32967,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1429,0,0
7,3,0,3,11.0,4.0,1.57143,13.0,4.0,1.85714,-2.0,0.0,-0.285714,217.286,71.4545,0
5,0,0,1,982.0,489.0,196.4,3.0,2.0,0.6,979.0,489.0,195.8,125.857,0.532296,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
10,3,0,4,110.0,37.0,11.0,91.0,25.0,9.1,19.0,27.0,1.9,237.714,36.3065,1
4,0,0,1,5.0,2.0,1.25,5.0,2.0,1.25,0.0,0.0,0.0,27.2857,11.0857,1
16,0,0,3,80.0,27.0,5.0,60.0,15.0,3.75,20.0,12.0,1.25,162.143,36.6125,0
11,0,0,6,88.0,26.0,8.0,39.0,13.0,3.54545,49.0,13.0,4.45455,239.143,58.4562,1
18,4,0,4,849.0,551.0,47.1667,871.0,570.0,48.3889,-22.0,44.0,-1.22222,239.143,64.3996,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2857,0,1
4,0,0,2,46.0,29.0,11.5,37.0,26.0,9.25,9.0,20.0,2.25,163.0,58.2391,1
35,8,1,6,504.0,74.0,14.4,394.0,77.0,11.2571,110.0,37.0,3.14286,218.714,65.8846,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
5,0,1,2,8.0,4.0,1.6,3.0,3.0,0.6,5.0,3.0,1.0,162.143,18.125,0
8,0,0,1,101.0,86.0,12.625,15.0,10.0,1.875,86.0,76.0,10.75,155.0,90.215,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0,1
6,0,0,5,17.0,9.0,2.83333,35.0,28.0,5.83333,-18.0,1.0,-3.0,239.143,33.7731,0
14,1,0,6,91.0,24.0,6.5,56.0,10.0,4.0,35.0,14.0,2.5,239.143,59.6986,1
11,0,0,2,134.0,84.0,12.1818,109.0,83.0,9.90909,25.0,79.0,2.27273,153.714,14.8571,1
25,8,1,6,230.0,69.0,9.2,207.0,60.0,8.28,23.0,21.0,0.92,227.286,34.2242,1
11,0,1,2,454.0,210.0,41.2727,38.0,14.0,3.45455,416.0,210.0,37.8182,125.857,8.03398,1
39,1,0,6,457.0,75.0,11.7179,238.0,66.0,6.10256,219.0,75.0,5.61538,239.143,52.698,1
12,2,0,2,234.0,80.0,19.5,160.0,58.0,13.3333,74.0,60.0,6.16667,178.714,29.7265,1
6,0,0,1,111.0,78.0,18.5,30.0,19.0,5.0,81.0,59.0,13.5,27.2857,11.7194,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2857,0,1
32,4,0,7,383.0,130.0,11.9687,394.0,93.0,12.3125,-11.0,37.0,-0.34375,239.143,134.957,1
15,0,0,6,124.0,60.0,8.26667,158.0,86.0,10.5333,-34.0,3.0,-2.26667,239.143,53.3629,0
7,1,0,1,28.0,10.0,4.0,4.0,3.0,0.571429,24.0,10.0,3.42857,145.286,41.6582,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1429,0,0
31,5,0,4,2965.0,768.0,95.6452,2272.0,442.0,73.2903,693.0,619.0,22.3548,239.143,75.5909,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2857,0,0
3,0,0,1,12.0,8.0,4.0,5.0,3.0,1.66667,7.0,6.0,2.33333,81.0,19.2381,0
15,2,0,1,1033.0,442.0,68.8667,73.0,28.0,4.86667,960.0,442.0,64.0,125.857,3.26151,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
8,1,0,2,57.0,37.0,7.125,57.0,42.0,7.125,0.0,33.0,0.0,179.0,2.4787,0
3,0,0,2,4.0,2.0,1.33333,4.0,2.0,1.33333,0.0,0.0,0.0,159.0,76.4286,0
3,0,0,1,234.0,117.0,78.0,0.0,0.0,0.0,234.0,117.0,78.0,125.857,0.5,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
15,1,0,1,1146.0,550.0,76.4,127.0,51.0,8.46667,1019.0,550.0,67.9333,125.857,0.858639,1
20,0,0,3,394.0,146.0,19.7,85.0,27.0,4.25,309.0,146.0,15.45,180.0,10.7237,1
9,0,0,3,212.0,86.0,23.5556,28.0,10.0,3.11111,184.0,86.0,20.4444,180.0,6.76954,1
4,0,0,1,41.0,15.0,10.25,29.0,14.0,7.25,12.0,8.0,3.0,42.0,10.446,1
18,2,0,4,526.0,140.0,29.2222,449.0,144.0,24.9444,77.0,33.0,4.27778,239.143,77.5598,1
3,0,0,1,136.0,68.0,45.3333,0.0,0.0,0.0,136.0,68.0,45.3333,125.857,0.5,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0,1
31,1,0,1,2656.0,1111.0,85.6774,126.0,33.0,4.06452,2530.0,1111.0,81.6129,125.857,9.31847,1
13,1,1,4,78.0,16.0,6.0,56.0,10.0,4.30769,22.0,10.0,1.69231,231.429,65.7912,0
11,0,0,2,775.0,360.0,70.4545,60.0,23.0,5.45455,715.0,360.0,65.0,180.0,3.36479,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8571,0,0
6,1,0,1,7.0,3.0,1.16667,2.0,1.0,0.333333,5.0,2.0,0.833333,127.857,34.7551,1
5,0,0,1,163.0,80.0,32.6,2.0,2.0,0.4,161.0,80.0,32.2,125.857,0.685364,0
7,1,0,5,200.0,190.0,28.5714,210.0,200.0,30.0,-10.0,0.0,-1.42857,239.143,7.53071,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
24,2,0,5,210.0,45.0,8.75,101.0,41.0,4.20833,109.0,27.0,4.54167,230.143,68.6218,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1429,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8571,0,0
9,1,0,3,383.0,177.0,42.5556,161.0,70.0,17.8889,222.0,177.0,24.6667,180.0,1.96792,0
7,1,0,5,24.0,16.0,3.42857,85.0,43.0,12.1429,-61.0,0.0,-8.71429,239.143,25.3869,0
13,3,1,7,156.0,52.0,12.0,116.0,60.0,8.92308,40.0,23.0,3.07692,239.143,77.5147,1
38,7,0,6,795.0,296.0,20.9211,173.0,39.0,4.55263,622.0,257.0,16.3684,229.0,53.9493,0
9,0,0,1,671.0,341.0,74.5556,43.0,37.0,4.77778,628.0,341.0,69.7778,125.857,2.92463,1
12,0,0,1,662.0,282.0,55.1667,56.0,22.0,4.66667,606.0,282.0,50.5,125.857,4.61135,0
3,0,0,1,5.0,3.0,1.66667,1.0,1.0,0.333333,4.0,3.0,1.33333,27.2857,14.2,0
47,4,1,7,688.0,157.0,14.6383,575.0,161.0,12.234,113.0,46.0,2.40426,239.143,56.9778,1
32,6,1,7,877.0,162.0,27.4062,813.0,331.0,25.4063,64.0,102.0,2.0,237.143,40.9471,0
4,0,0,2,33.0,21.0,8.25,29.0,19.0,7.25,4.0,13.0,1.0,163.0,57.4805,1
10,0,0,4,55.0,27.0,5.5,51.0,27.0,5.1,4.0,2.0,0.4,218.857,29.1065,1
9,0,0,1,980.0,406.0,108.889,88.0,61.0,9.77778,892.0,406.0,99.1111,125.857,7.39883,1
9,0,0,4,345.0,149.0,38.3333,361.0,152.0,40.1111,-16.0,8.0,-1.77778,239.143,63.3379,1
12,1,0,6,116.0,86.0,9.66667,127.0,95.0,10.5833,-11.0,0.0,-0.916667,239.143,24.7007,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0
8,1,0,1,51.0,22.0,6.375,22.0,7.0,2.75,29.0,22.0,3.625,81.1429,15.549,0
1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.7143,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1429,0,0
14,3,1,2,157.0,61.0,11.2143,89.0,28.0,6.35714,68.0,33.0,4.85714,178.857,14.7607,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
2,0,0,1,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,118.714,75.4286,0
15,1,0,6,85.0,20.0,5.66667,41.0,9.0,2.73333,44.0,12.0,2.93333,239.143,56.2202,1
78,16,0,6,1442.0,252.0,18.4872,663.0,124.0,8.5,779.0,128.0,9.98718,239.143,93.6404,1
5,0,0,1,53.0,28.0,10.6,18.0,7.0,3.6,35.0,21.0,7.0,27.2857,17.9946,0
11,0,0,2,111.0,28.0,10.0909,151.0,55.0,13.7273,-40.0,7.0,-3.63636,173.857,26.7143,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
36,10,1,6,350.0,78.0,9.72222,511.0,141.0,14.1944,-161.0,51.0,-4.47222,239.143,38.1771,1
5,0,0,1,14.0,6.0,2.8,12.0,5.0,2.4,2.0,1.0,0.4,162.143,36.2653,0
24,4,0,6,269.0,92.0,11.2083,245.0,115.0,10.2083,24.0,19.0,1.0,239.143,64.3563,1
2,0,0,1,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,124.286,7.57143,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0,1
3,0,1,2,2.0,2.0,0.666667,2.0,2.0,0.666667,0.0,0.0,0.0,162.143,51.1429,0
4,0,0,3,7.0,4.0,1.75,7.0,4.0,1.75,0.0,0.0,0.0,218.857,27.1837,0
16,1,0,5,500.0,170.0,31.25,233.0,106.0,14.5625,267.0,170.0,16.6875,239.143,62.1743,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
7,0,0,1,136.0,59.0,19.4286,18.0,13.0,2.57143,118.0,59.0,16.8571,125.857,11.438,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
12,0,1,4,52.0,12.0,4.33333,50.0,15.0,4.16667,2.0,4.0,0.166667,231.429,59.2857,0
8,0,0,1,89.0,33.0,11.125,41.0,17.0,5.125,48.0,30.0,6.0,162.143,79.3034,0
3,0,0,1,3.0,2.0,1.0,1.0,1.0,0.333333,2.0,1.0,0.666667,27.2857,12.1429,0
20,5,1,6,1193.0,577.0,59.65,1018.0,670.0,50.9,175.0,81.0,8.75,218.714,118.121,1
12,0,0,3,305.0,92.0,25.4167,77.0,31.0,6.41667,228.0,92.0,19.0,180.0,9.5452,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8571,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2857,0,0
57,5,0,6,932.0,191.0,16.3509,314.0,30.0,5.50877,618.0,183.0,10.8421,239.143,82.1517,1
2,0,0,1,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,162.143,51.1429,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8571,0,0
8,0,0,5,54.0,20.0,6.75,15.0,4.0,1.875,39.0,18.0,4.875,239.143,61.6508,1
14,2,1,2,203.0,45.0,14.5,74.0,16.0,5.28571,129.0,38.0,9.21429,178.857,20.4771,0
2,0,0,1,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,162.143,51.1429,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2857,0,0
6,0,1,2,281.0,139.0,46.8333,4.0,3.0,0.666667,277.0,139.0,46.1667,125.857,0.653279,0
7,1,0,1,221.0,91.0,31.5714,0.0,0.0,0.0,221.0,91.0,31.5714,125.714,4.79961,1
5,0,0,1,166.0,81.0,33.2,3.0,3.0,0.6,163.0,81.0,32.6,125.857,0.768503,1
