@RELATION change_classic_combined

@ATTRIBUTE numberOfVersionsUntil  NUMERIC
@ATTRIBUTE numberOfFixesUntil   NUMERIC
@ATTRIBUTE numberOfRefactoringsUntil  NUMERIC
@ATTRIBUTE umberOfAuthorsUntil   NUMERIC
@ATTRIBUTE linesAddedUntil   NUMERIC
@ATTRIBUTE maxLinesAddedUntil   NUMERIC
@ATTRIBUTE avgLinesAddedUntil   NUMERIC
@ATTRIBUTE linesRemovedUntil   NUMERIC
@ATTRIBUTE maxLinesRemovedUntil   NUMERIC
@ATTRIBUTE avgLinesRemovedUntil   NUMERIC
@ATTRIBUTE codeChurnUntil   NUMERIC
@ATTRIBUTE maxCodeChurnUntil   NUMERIC
@ATTRIBUTE avgCodeChurnUntil   NUMERIC
@ATTRIBUTE weightedAgeWithRespectTo   NUMERIC
@ATTRIBUTE ageWithRespectTo   NUMERIC
@ATTRIBUTE cbo  NUMERIC
@ATTRIBUTE dit  NUMERIC
@ATTRIBUTE fanIn  NUMERIC
@ATTRIBUTE fanOut  NUMERIC
@ATTRIBUTE lcom  NUMERIC
@ATTRIBUTE noc  NUMERIC
@ATTRIBUTE numberOfAttributes  NUMERIC
@ATTRIBUTE numberOfAttributesInherited  NUMERIC
@ATTRIBUTE numberOfLinesOfCode  NUMERIC
@ATTRIBUTE numberOfMethods  NUMERIC
@ATTRIBUTE numberOfMethodsInherited  NUMERIC
@ATTRIBUTE numberOfPrivateAttributes  NUMERIC
@ATTRIBUTE numberOfPrivateMethods  NUMERIC
@ATTRIBUTE numberOfPublicAttributes  NUMERIC
@ATTRIBUTE numberOfPublicMethods  NUMERIC
@ATTRIBUTE rfc  NUMERIC
@ATTRIBUTE wmc  NUMERIC
@ATTRIBUTE bug   {0, 1}

@DATA
29, 4, 0, 5, 184, 69, 6.34483, 185, 69, 6.37931, -1, 6, -0.0344828, 49.3261, 367, 5, 6, 1, 4, 3, 0, 0, 394, 32, 3, 102, 0, 0, 0, 3, 17, 11, 0
35, 7, 0, 6, 205, 78, 5.85714, 214, 78, 6.11429, -9, 6, -0.257143, 63.5052, 367, 4, 7, 1, 3, 3, 0, 2, 397, 36, 3, 124, 0, 0, 2, 3, 20, 9, 0
35, 5, 0, 7, 254, 66, 7.25714, 180, 66, 5.14286, 74, 33, 2.11429, 112.943, 367, 5, 6, 2, 3, 45, 0, 6, 386, 63, 10, 95, 1, 0, 1, 9, 27, 17, 0
30, 5, 0, 6, 140, 47, 4.66667, 112, 47, 3.73333, 28, 7, 0.933333, 87.5214, 367, 3, 7, 1, 2, 3, 0, 4, 419, 17, 3, 115, 0, 0, 4, 3, 8, 4, 0
39, 5, 0, 7, 247, 63, 6.33333, 140, 63, 3.58974, 107, 33, 2.74359, 119.432, 367, 3, 6, 2, 1, 55, 0, 8, 385, 63, 11, 95, 1, 0, 3, 10, 24, 19, 0
2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135.714, 1, 6, 0, 1, 3, 0, 2, 386, 13, 3, 85, 0, 0, 2, 3, 7, 3, 0
244, 19, 0, 8, 10254, 1386, 42.0246, 5777, 1386, 23.6762, 4477, 564, 18.3484, 132.341, 367, 78, 3, 2, 76, 21115, 0, 94, 427, 4390, 206, 96, 1, 27, 23, 28, 1156, 1148, 1
86, 14, 0, 8, 2498, 707, 29.0465, 2331, 707, 27.1046, 167, 129, 1.94186, 104.837, 367, 11, 2, 3, 8, 28, 0, 7, 219, 796, 8, 55, 0, 0, 6, 8, 104, 260, 0
30, 4, 0, 4, 168, 30, 5.6, 165, 30, 5.5, 3, 9, 0.1, 47.159, 367, 1, 1, 1, 0, 0, 0, 6, 0, 3, 1, 23, 1, 0, 1, 1, 1, 1, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.7143, 6, 2, 1, 5, 21, 0, 1, 10, 136, 7, 15, 1, 0, 0, 1, 32, 39, 0
413, 18, 0, 11, 36511, 2702, 88.4044, 25887, 2702, 62.6804, 10624, 868, 25.724, 119.439, 367, 75, 2, 4, 71, 8515, 0, 86, 295, 7341, 131, 19, 25, 111, 50, 9, 2390, 1680, 1
7, 3, 0, 3, 33, 17, 4.71429, 32, 17, 4.57143, 1, 1, 0.142857, 7.50216, 191.714, 4, 2, 0, 4, 10, 0, 2, 0, 306, 5, 22, 2, 2, 0, 3, 222, 56, 1
2, 0, 0, 1, 9, 9, 4.5, 0, 0, 0, 9, 9, 4.5, 9.57143, 14.7143, 15, 3, 2, 13, 91, 0, 4, 15, 128, 14, 70, 4, 0, 0, 1, 46, 43, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.7143, 5, 5, 5, 0, 1, 0, 1, 55, 7, 2, 139, 1, 0, 0, 2, 3, 2, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.7143, 6, 5, 1, 5, 15, 0, 2, 71, 21, 6, 279, 2, 0, 0, 6, 14, 6, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.7143, 3, 5, 2, 1, 3, 0, 1, 52, 10, 3, 138, 1, 0, 0, 2, 5, 3, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.7143, 2, 5, 2, 0, 1, 0, 1, 54, 7, 2, 143, 1, 0, 0, 2, 3, 2, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.7143, 2, 6, 2, 1, 3, 0, 2, 68, 13, 3, 210, 2, 0, 0, 3, 5, 3, 0
36, 5, 0, 6, 670, 83, 18.6111, 337, 71, 9.36111, 333, 82, 9.25, 80.5139, 354.571, 5, 1, 2, 3, 3, 0, 32, 0, 155, 3, 8, 0, 1, 15, 2, 59, 52, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.7143, 3, 5, 2, 1, 3, 0, 1, 53, 10, 3, 134, 1, 0, 0, 3, 5, 3, 0
113, 15, 0, 8, 3649, 1009, 32.292, 2677, 1009, 23.6903, 972, 271, 8.60177, 85.3402, 367, 12, 2, 3, 9, 3828, 2, 25, 402, 1384, 88, 8, 0, 0, 3, 24, 340, 283, 0
2, 0, 0, 1, 12, 12, 6, 1, 1, 0.5, 11, 11, 5.5, 9.57143, 14.7143, 4, 8, 2, 3, 21, 0, 4, 69, 41, 7, 234, 4, 0, 0, 6, 17, 10, 0
2, 0, 0, 1, 12, 12, 6, 1, 1, 0.5, 11, 11, 5.5, 9.57143, 14.7143, 5, 8, 2, 4, 28, 0, 4, 70, 44, 8, 260, 4, 0, 0, 7, 19, 11, 0
3, 0, 0, 2, 13, 12, 4.33333, 2, 1, 0.666667, 11, 11, 3.66667, 8.92308, 14.7143, 10, 8, 5, 8, 66, 0, 4, 69, 59, 12, 304, 4, 0, 0, 11, 31, 16, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.7143, 3, 5, 3, 0, 1, 0, 1, 54, 7, 2, 138, 1, 0, 0, 2, 3, 2, 0
75, 7, 0, 7, 2054, 181, 27.3867, 1763, 181, 23.5067, 291, 112, 3.88, 72.6069, 367, 12, 1, 2, 10, 36, 2, 13, 0, 230, 9, 9, 0, 1, 12, 6, 45, 59, 1
13, 3, 0, 3, 130, 45, 10, 21, 14, 1.61538, 109, 31, 8.38461, 89.5549, 169.857, 2, 1, 1, 1, 45, 1, 11, 0, 48, 10, 8, 0, 0, 0, 0, 11, 12, 1
12, 2, 0, 4, 117, 43, 9.75, 230, 105, 19.1667, -113, 7, -9.41667, 38.3492, 191.714, 8, 1, 3, 5, 136, 1, 21, 0, 127, 17, 8, 1, 0, 0, 1, 31, 34, 1
4, 0, 0, 1, 58, 21, 14.5, 6, 3, 1.5, 52, 19, 13, 7.29557, 14.7143, 31, 1, 2, 29, 91, 0, 18, 0, 648, 14, 8, 17, 11, 1, 3, 138, 155, 1
4, 1, 0, 2, 11, 8, 2.75, 11, 8, 2.75, 0, 0, 0, 8.35065, 87.7143, 10, 2, 1, 9, 36, 0, 5, 0, 186, 9, 11, 5, 7, 0, 2, 44, 32, 0
6, 1, 0, 1, 63, 33, 10.5, 87, 32, 14.5, -24, 1, -4, 7.85714, 169.571, 4, 3, 1, 3, 6, 0, 1, 388, 80, 4, 33, 0, 1, 1, 3, 11, 27, 0
9, 1, 0, 3, 28, 8, 3.11111, 19, 6, 2.11111, 9, 2, 1, 35.3418, 169.571, 6, 3, 1, 5, 36, 0, 3, 135, 123, 9, 67, 0, 0, 3, 2, 26, 34, 0
26, 4, 0, 6, 112, 23, 4.30769, 101, 23, 3.88462, 11, 8, 0.423077, 111.855, 367, 0, 1, 0, 0, 0, 0, 3, 0, 4, 1, 23, 1, 0, 2, 1, 1, 1, 0
15, 4, 0, 6, 57, 20, 3.8, 43, 14, 2.86667, 14, 8, 0.933333, 71.1905, 325.143, 5, 6, 1, 4, 6, 0, 0, 397, 26, 4, 72, 0, 0, 0, 4, 16, 6, 0
30, 4, 0, 5, 243, 71, 8.1, 236, 71, 7.86667, 7, 6, 0.233333, 47.4062, 367, 5, 4, 1, 4, 3, 0, 0, 393, 34, 3, 61, 0, 0, 0, 3, 16, 11, 0
29, 4, 0, 5, 160, 60, 5.51724, 145, 60, 5, 15, 8, 0.517241, 54.5152, 367, 3, 6, 1, 2, 3, 0, 0, 394, 23, 3, 107, 0, 0, 0, 3, 11, 9, 0
12, 5, 0, 4, 56, 27, 4.66667, 45, 27, 3.75, 11, 10, 0.916667, 46.8112, 334.714, 2, 5, 1, 1, 1, 0, 0, 400, 10, 2, 65, 0, 0, 0, 2, 4, 2, 0
26, 4, 0, 4, 136, 52, 5.23077, 136, 52, 5.23077, 0, 6, 0, 48.0872, 367, 2, 3, 1, 1, 1, 0, 0, 387, 12, 2, 32, 0, 0, 0, 2, 7, 4, 0
16, 5, 0, 6, 60, 13, 3.75, 43, 9, 2.6875, 17, 6, 1.0625, 102.576, 325.143, 4, 5, 1, 3, 6, 0, 0, 397, 24, 4, 64, 0, 0, 0, 4, 16, 5, 0
43, 3, 0, 6, 392, 71, 9.11628, 318, 71, 7.39535, 74, 52, 1.72093, 61.2591, 367, 8, 5, 1, 7, 6, 0, 0, 397, 65, 4, 94, 0, 1, 0, 3, 25, 24, 0
4, 3, 0, 2, 6, 4, 1.5, 6, 4, 1.5, 0, 0, 0, 30.9762, 183.857, 2, 3, 1, 1, 3, 0, 0, 384, 17, 3, 31, 0, 0, 0, 3, 8, 4, 0
28, 4, 0, 5, 136, 50, 4.85714, 134, 50, 4.78571, 2, 6, 0.0714286, 53.2805, 367, 2, 3, 1, 1, 1, 0, 0, 387, 11, 2, 32, 0, 0, 0, 2, 7, 4, 0
15, 4, 0, 5, 203, 74, 13.5333, 53, 19, 3.53333, 150, 74, 10, 10.4215, 207.143, 5, 8, 1, 4, 3, 0, 0, 388, 43, 3, 109, 0, 0, 0, 3, 15, 7, 0
4, 3, 0, 2, 6, 4, 1.5, 6, 4, 1.5, 0, 0, 0, 32.6905, 185.571, 3, 8, 1, 2, 3, 0, 0, 388, 21, 3, 110, 0, 0, 0, 3, 11, 4, 0
38, 4, 0, 5, 276, 77, 7.26316, 237, 77, 6.23684, 39, 15, 1.02632, 99.7935, 367, 6, 6, 1, 5, 3, 0, 0, 394, 59, 3, 102, 0, 0, 0, 3, 24, 15, 0
32, 7, 0, 5, 219, 89, 6.84375, 207, 89, 6.46875, 12, 11, 0.375, 53.9478, 367, 5, 7, 1, 4, 3, 0, 0, 397, 42, 3, 124, 0, 0, 0, 3, 22, 14, 0
28, 4, 0, 5, 190, 60, 6.78571, 192, 60, 6.85714, -2, 7, -0.0714286, 63.3609, 367, 3, 8, 1, 2, 3, 0, 0, 386, 16, 3, 103, 0, 0, 0, 3, 10, 5, 0
33, 6, 0, 6, 192, 67, 5.81818, 180, 67, 5.45455, 12, 9, 0.363636, 72.7991, 367, 7, 6, 2, 5, 6, 0, 0, 386, 38, 4, 95, 0, 0, 0, 3, 22, 10, 0
33, 5, 0, 5, 168, 74, 5.09091, 141, 74, 4.27273, 27, 11, 0.818182, 67.8172, 367, 6, 7, 1, 5, 3, 0, 0, 419, 40, 3, 115, 0, 0, 0, 3, 23, 15, 0
37, 6, 0, 6, 177, 65, 4.78378, 167, 65, 4.51351, 10, 11, 0.27027, 82.0153, 367, 7, 6, 2, 5, 10, 0, 0, 385, 35, 5, 95, 0, 0, 0, 4, 24, 11, 0
28, 4, 0, 5, 170, 58, 6.07143, 168, 58, 6, 2, 6, 0.0714286, 67.8765, 367, 3, 7, 1, 2, 3, 0, 0, 384, 16, 3, 99, 0, 0, 0, 3, 10, 5, 0
116, 17, 0, 7, 3119, 686, 26.8879, 2283, 686, 19.681, 836, 190, 7.2069, 86.6224, 367, 34, 3, 1, 33, 1176, 0, 8, 427, 1189, 49, 96, 0, 2, 3, 16, 262, 166, 1
34, 4, 0, 5, 163, 68, 4.79412, 164, 68, 4.82353, -1, 5, -0.0294118, 47.3216, 367, 3, 2, 1, 2, 3, 0, 3, 219, 31, 3, 55, 0, 0, 3, 3, 7, 10, 0
176, 15, 0, 10, 4315, 737, 24.517, 3181, 737, 18.0739, 1134, 101, 6.44318, 115.47, 367, 49, 2, 3, 46, 120, 0, 22, 13, 1189, 16, 19, 11, 10, 11, 6, 265, 229, 1
3, 0, 0, 1, 18, 14, 6, 3, 2, 1, 15, 13, 5, 3.79365, 73.5714, 6, 2, 1, 5, 36, 0, 2, 0, 75, 9, 11, 2, 5, 0, 4, 30, 24, 0
11, 2, 0, 3, 416, 224, 37.8182, 166, 99, 15.0909, 250, 180, 22.7273, 10.285, 86.7143, 11, 2, 1, 10, 153, 0, 12, 0, 321, 18, 11, 12, 14, 0, 4, 66, 86, 0
10, 5, 0, 1, 85, 55, 8.5, 13, 3, 1.3, 72, 54, 7.2, 15.4303, 78.7143, 3, 1, 3, 0, 45, 0, 0, 0, 0, 10, 8, 0, 0, 0, 10, 10, 0, 0
126, 16, 0, 10, 2188, 397, 17.3651, 2009, 397, 15.9444, 179, 53, 1.42063, 67.7641, 367, 48, 2, 36, 18, 378, 3, 17, 391, 314, 28, 31, 0, 1, 17, 26, 111, 95, 0
42, 8, 0, 7, 319, 45, 7.59524, 213, 38, 5.07143, 106, 37, 2.52381, 94.7886, 367, 4, 3, 2, 2, 55, 3, 16, 380, 57, 11, 46, 0, 0, 10, 11, 25, 16, 0
96, 11, 0, 10, 1711, 272, 17.8229, 1509, 290, 15.7187, 202, 50, 2.10417, 115.101, 367, 19, 4, 4, 15, 120, 3, 8, 384, 337, 16, 77, 0, 0, 7, 16, 119, 100, 1
52, 5, 0, 6, 1715, 296, 32.9808, 1882, 323, 36.1923, -167, 22, -3.21154, 65.6336, 367, 10, 6, 1, 9, 15, 0, 2, 415, 230, 6, 117, 0, 0, 2, 6, 87, 56, 0
78, 15, 1, 7, 1262, 219, 16.1795, 1014, 246, 13, 248, 205, 3.17949, 64.8228, 255.714, 33, 4, 19, 16, 45, 3, 5, 384, 357, 10, 69, 1, 1, 3, 9, 94, 118, 1
21, 3, 1, 5, 130, 52, 6.19048, 55, 21, 2.61905, 75, 52, 3.57143, 8.06264, 187, 14, 4, 1, 13, 28, 0, 2, 410, 128, 8, 66, 0, 0, 2, 8, 54, 33, 0
80, 10, 0, 8, 620, 91, 7.75, 506, 91, 6.325, 114, 15, 1.425, 106.514, 367, 23, 5, 13, 11, 28, 2, 1, 397, 132, 8, 64, 1, 0, 0, 8, 56, 38, 0
55, 8, 0, 7, 671, 184, 12.2, 668, 184, 12.1455, 3, 22, 0.0545455, 69.3709, 367, 8, 4, 1, 7, 15, 0, 3, 384, 142, 6, 69, 0, 0, 3, 6, 44, 38, 0
72, 11, 0, 7, 873, 188, 12.125, 818, 188, 11.3611, 55, 14, 0.763889, 101.333, 367, 16, 4, 3, 13, 15, 0, 2, 384, 195, 6, 69, 0, 0, 2, 6, 75, 56, 0
49, 5, 0, 7, 334, 51, 6.81633, 269, 51, 5.4898, 65, 23, 1.32653, 98.6069, 367, 8, 6, 4, 5, 15, 2, 1, 386, 62, 6, 95, 0, 0, 1, 5, 21, 12, 0
66, 11, 0, 8, 885, 193, 13.4091, 823, 193, 12.4697, 62, 53, 0.939394, 125.48, 367, 9, 5, 1, 8, 55, 0, 2, 384, 158, 11, 77, 0, 0, 2, 11, 70, 37, 0
47, 7, 0, 5, 320, 52, 6.80851, 262, 52, 5.57447, 58, 20, 1.23404, 92.4138, 367, 7, 6, 5, 3, 15, 2, 2, 385, 52, 6, 95, 0, 0, 2, 5, 17, 12, 0
69, 10, 0, 7, 823, 171, 11.9275, 442, 171, 6.4058, 381, 145, 5.52174, 56.821, 359.857, 18, 3, 1, 17, 21, 0, 4, 380, 163, 7, 38, 1, 0, 3, 7, 63, 32, 1
113, 9, 0, 9, 1169, 162, 10.3451, 993, 185, 8.78761, 176, 31, 1.55752, 126.459, 367, 20, 4, 4, 16, 105, 1, 2, 384, 221, 15, 69, 0, 0, 2, 13, 89, 77, 0
120, 10, 0, 12, 1361, 99, 11.3417, 768, 77, 6.4, 593, 66, 4.94167, 104.204, 238.429, 114, 1, 102, 18, 190, 6, 131, 249, 484, 20, 8, 0, 1, 3, 19, 156, 176, 1
81, 8, 0, 9, 7934, 1737, 97.9506, 7679, 1737, 94.8025, 255, 339, 3.14815, 118.127, 367, 17, 5, 4, 13, 253, 4, 3, 412, 1782, 23, 94, 0, 0, 3, 22, 498, 418, 0
51, 6, 0, 5, 809, 159, 15.8627, 805, 159, 15.7843, 4, 13, 0.0784314, 44.356, 367, 16, 3, 12, 4, 45, 0, 3, 380, 97, 10, 38, 0, 0, 3, 10, 32, 30, 0
35, 9, 0, 6, 253, 66, 7.22857, 236, 66, 6.74286, 17, 9, 0.485714, 99.738, 367, 2, 3, 0, 2, 3, 3, 4, 380, 39, 3, 38, 0, 0, 4, 3, 13, 9, 0
13, 4, 0, 5, 85, 60, 6.53846, 85, 65, 6.53846, 0, 3, 0, 133.121, 270.143, 9, 4, 0, 9, 6, 0, 0, 384, 72, 4, 41, 0, 0, 0, 4, 28, 16, 0
42, 6, 0, 7, 262, 115, 6.2381, 204, 115, 4.85714, 58, 14, 1.38095, 138.27, 270.143, 13, 3, 2, 11, 21, 0, 2, 380, 96, 7, 38, 0, 0, 2, 7, 46, 34, 0
156, 13, 0, 7, 3003, 501, 19.25, 2591, 474, 16.609, 412, 72, 2.64103, 168.204, 367, 25, 4, 11, 14, 210, 0, 3, 384, 431, 21, 69, 0, 2, 3, 19, 139, 138, 1
26, 5, 0, 4, 226, 101, 8.69231, 232, 101, 8.92308, -6, 6, -0.230769, 54.665, 367, 3, 6, 0, 3, 15, 0, 1, 385, 72, 6, 79, 0, 1, 1, 5, 16, 18, 0
73, 15, 0, 8, 490, 95, 6.71233, 446, 95, 6.10959, 44, 19, 0.60274, 97.614, 367, 10, 4, 1, 9, 15, 1, 3, 384, 72, 6, 69, 0, 0, 3, 6, 37, 18, 0
73, 13, 0, 7, 2740, 254, 37.5342, 2537, 254, 34.7534, 203, 57, 2.78082, 37.3137, 367, 20, 3, 2, 19, 55, 0, 2, 408, 231, 11, 58, 2, 1, 0, 10, 79, 46, 1
4, 2, 0, 3, 21, 19, 5.25, 15, 13, 3.75, 6, 6, 1.5, 69.2925, 103.143, 6, 6, 0, 6, 36, 0, 6, 415, 266, 9, 117, 0, 1, 4, 8, 64, 47, 0
97, 23, 0, 8, 1990, 289, 20.5155, 1403, 289, 14.4639, 587, 140, 6.05155, 139.257, 367, 40, 2, 22, 21, 253, 0, 23, 391, 536, 23, 31, 5, 2, 18, 21, 128, 174, 1
75, 6, 0, 9, 912, 141, 12.16, 887, 141, 11.8267, 25, 20, 0.333333, 70.1057, 367, 11, 5, 1, 10, 36, 2, 2, 413, 150, 9, 84, 0, 0, 2, 9, 49, 48, 0
118, 13, 0, 9, 2331, 412, 19.7542, 1959, 412, 16.6017, 372, 128, 3.15254, 80.3105, 367, 13, 5, 0, 13, 36, 0, 9, 412, 445, 9, 94, 0, 0, 9, 9, 142, 141, 0
123, 13, 0, 9, 2597, 393, 21.1138, 2389, 393, 19.4228, 208, 66, 1.69106, 130.377, 367, 33, 3, 6, 29, 105, 0, 2, 408, 437, 15, 58, 0, 1, 2, 14, 145, 118, 1
14, 4, 0, 6, 92, 64, 6.57143, 94, 70, 6.71429, -2, 3, -0.142857, 132.286, 270.143, 9, 4, 0, 9, 6, 0, 0, 384, 75, 4, 41, 0, 0, 0, 4, 29, 17, 0
73, 8, 0, 7, 947, 197, 12.9726, 932, 197, 12.7671, 15, 39, 0.205479, 103.703, 367, 11, 3, 0, 11, 15, 0, 5, 380, 163, 6, 38, 2, 0, 3, 6, 60, 32, 0
25, 6, 0, 4, 267, 71, 10.68, 241, 71, 9.64, 26, 28, 1.04, 107.064, 367, 4, 6, 0, 4, 10, 0, 1, 385, 85, 5, 79, 0, 0, 1, 5, 16, 16, 0
28, 6, 0, 6, 115, 34, 4.10714, 75, 34, 2.67857, 40, 11, 1.42857, 72.0658, 351.857, 6, 3, 1, 5, 21, 0, 0, 380, 32, 7, 38, 0, 0, 0, 7, 17, 9, 0
91, 9, 0, 9, 4093, 543, 44.978, 2902, 552, 31.8901, 1191, 329, 13.0879, 145.419, 367, 15, 6, 1, 14, 91, 0, 0, 415, 799, 14, 117, 0, 2, 0, 12, 289, 179, 0
85, 9, 0, 8, 2035, 315, 23.9412, 1862, 315, 21.9059, 173, 55, 2.03529, 80.5213, 367, 26, 3, 10, 17, 105, 2, 13, 380, 364, 15, 46, 0, 0, 9, 14, 127, 104, 1
149, 12, 0, 11, 5262, 483, 35.3154, 4660, 483, 31.2752, 602, 226, 4.04027, 148.462, 367, 108, 3, 92, 18, 528, 15, 4, 380, 760, 33, 38, 0, 2, 4, 31, 281, 234, 0
33, 5, 0, 5, 291, 81, 8.81818, 279, 81, 8.45454, 12, 20, 0.363636, 56.6794, 367, 2, 6, 1, 1, 6, 0, 0, 386, 29, 4, 85, 0, 0, 0, 4, 11, 4, 0
24, 5, 0, 4, 160, 67, 6.66667, 167, 67, 6.95833, -7, 6, -0.291667, 69.8107, 367, 2, 6, 0, 2, 21, 0, 1, 384, 38, 7, 79, 0, 0, 0, 7, 14, 11, 0
121, 8, 0, 10, 1517, 223, 12.5372, 1385, 237, 11.4463, 132, 39, 1.09091, 130.518, 367, 38, 4, 17, 23, 28, 5, 4, 396, 241, 8, 57, 0, 0, 4, 8, 105, 87, 0
150, 14, 0, 9, 3997, 567, 26.6467, 3783, 567, 25.22, 214, 114, 1.42667, 141.094, 367, 20, 5, 2, 18, 231, 4, 10, 384, 547, 22, 85, 0, 0, 7, 22, 197, 168, 1
25, 6, 0, 4, 298, 84, 11.92, 271, 84, 10.84, 27, 27, 1.08, 104.058, 367, 4, 6, 0, 4, 10, 0, 2, 385, 85, 5, 79, 0, 0, 1, 5, 16, 16, 0
84, 31, 0, 8, 2092, 395, 24.9048, 1163, 62, 13.8452, 929, 395, 11.0595, 46.9666, 223.429, 19, 3, 0, 19, 15, 0, 21, 380, 451, 6, 38, 11, 0, 10, 6, 172, 84, 1
86, 11, 0, 8, 1629, 335, 18.9419, 1535, 335, 17.8488, 94, 65, 1.09302, 76.4774, 367, 11, 3, 0, 11, 15, 0, 11, 380, 343, 6, 38, 2, 0, 9, 6, 106, 91, 0
78, 8, 0, 7, 1025, 277, 13.141, 1060, 277, 13.5897, -35, 64, -0.448718, 65.5231, 367, 11, 3, 0, 11, 15, 0, 6, 380, 192, 6, 38, 0, 0, 6, 6, 69, 45, 0
44, 9, 0, 6, 292, 61, 6.63636, 271, 61, 6.15909, 21, 16, 0.477273, 78.2143, 367, 20, 2, 20, 0, 10, 5, 7, 380, 35, 5, 27, 0, 0, 7, 5, 10, 10, 0
54, 9, 0, 6, 525, 115, 9.72222, 494, 115, 9.14815, 31, 21, 0.574074, 71.8171, 367, 12, 5, 5, 7, 36, 0, 4, 400, 81, 9, 65, 0, 0, 4, 9, 32, 23, 0
74, 8, 0, 8, 1181, 247, 15.9595, 1310, 247, 17.7027, -129, 33, -1.74324, 74.9741, 367, 8, 5, 0, 8, 21, 0, 2, 412, 70, 7, 94, 0, 0, 2, 7, 39, 18, 1
31, 7, 0, 6, 334, 147, 10.7742, 361, 164, 11.6452, -27, 6, -0.870968, 53.4363, 367, 6, 6, 0, 6, 28, 1, 3, 385, 110, 8, 79, 0, 0, 1, 8, 25, 35, 0
16, 3, 0, 4, 79, 27, 4.9375, 81, 27, 5.0625, -2, 6, -0.125, 74.094, 367, 0, 7, 0, 0, 1, 0, 2, 388, 7, 2, 87, 0, 0, 0, 2, 2, 2, 0
80, 11, 0, 6, 1712, 152, 21.4, 853, 113, 10.6625, 859, 105, 10.7375, 65.9057, 239.143, 24, 2, 8, 17, 55, 3, 8, 380, 708, 11, 27, 0, 5, 8, 5, 172, 269, 1
46, 7, 0, 9, 293, 35, 6.36956, 206, 17, 4.47826, 87, 35, 1.8913, 65.4832, 239.143, 13, 5, 1, 12, 10, 1, 5, 392, 142, 5, 93, 0, 0, 5, 4, 65, 49, 0
37, 7, 0, 8, 120, 16, 3.24324, 101, 29, 2.72973, 19, 9, 0.513513, 61.5, 239.143, 10, 4, 1, 9, 15, 0, 2, 384, 66, 6, 69, 0, 1, 2, 5, 32, 20, 0
16, 3, 0, 5, 50, 9, 3.125, 21, 4, 1.3125, 29, 8, 1.8125, 32.7971, 239.143, 3, 7, 1, 2, 6, 0, 2, 387, 13, 4, 101, 0, 0, 2, 2, 12, 4, 0
16, 3, 0, 5, 50, 9, 3.125, 21, 4, 1.3125, 29, 8, 1.8125, 32.7971, 239.143, 3, 7, 1, 2, 6, 0, 0, 387, 14, 4, 101, 0, 0, 0, 2, 12, 4, 0
44, 10, 0, 7, 244, 31, 5.54545, 174, 21, 3.95455, 70, 17, 1.59091, 57.1985, 239.143, 7, 6, 2, 5, 15, 1, 4, 394, 87, 6, 107, 0, 0, 4, 5, 34, 25, 1
16, 5, 0, 4, 95, 42, 5.9375, 91, 22, 5.6875, 4, 21, 0.25, 107.777, 176.857, 7, 5, 1, 6, 55, 0, 1, 384, 91, 11, 87, 0, 0, 1, 7, 38, 25, 0
49, 8, 0, 10, 322, 37, 6.57143, 242, 42, 4.93878, 80, 30, 1.63265, 56.287, 239.143, 12, 5, 2, 10, 15, 1, 3, 397, 174, 6, 94, 0, 1, 3, 5, 74, 53, 0
35, 5, 0, 9, 322, 48, 9.2, 156, 31, 4.45714, 166, 47, 4.74286, 58.6792, 239.143, 9, 6, 2, 7, 15, 1, 3, 386, 48, 6, 95, 0, 1, 3, 3, 27, 14, 0
25, 5, 0, 7, 64, 13, 2.56, 53, 8, 2.12, 11, 13, 0.44, 70.4911, 239.143, 6, 4, 2, 4, 6, 0, 0, 384, 29, 4, 48, 0, 0, 0, 4, 16, 10, 0
17, 3, 0, 6, 80, 15, 4.70588, 37, 6, 2.17647, 43, 9, 2.52941, 49.5089, 239.143, 6, 7, 2, 4, 3, 2, 2, 419, 30, 3, 115, 0, 0, 2, 3, 12, 8, 0
40, 5, 0, 9, 337, 49, 8.425, 129, 36, 3.225, 208, 49, 5.2, 61.4837, 239.143, 9, 6, 2, 7, 10, 2, 3, 385, 66, 5, 95, 0, 0, 3, 2, 29, 17, 0
58, 9, 0, 7, 549, 125, 9.46552, 519, 125, 8.94828, 30, 29, 0.517241, 88.0458, 367, 11, 3, 0, 11, 21, 0, 5, 380, 92, 7, 38, 0, 0, 5, 7, 34, 20, 0
